,A,B,C,D,E,F,G,H,I,J
7728,Teal,Red,Aquamarine,Brown,Wheat,Yellow,Pea green,Teal,Red,Hot pink
7729,Gray,Lime,Aquamarine,Wheat,Plum,Maroon,Blue,Azure,Fuchsia,Silver
7730,Crimson,Navy blue,Magenta,Olden,Gray,Aquamarine,Aquamarine,Maroon,Coral,Khaki
7731,Plum,Azure,Pea green,Azure,Blue,Khaki,Aquamarine,White,Navy blue,Red
7732,Cyan,Plum,Brown,White,Olden,Navy blue,Fuchsia,Olden,Coral,Azure
7733,Wheat,Charcoal,Pea green,Charcoal,Aquamarine,Teal,Red,Silver,Charcoal,Purple
7734,Pea green,Wheat,Navy blue,Lime,Brown,Magenta,Olive,Azure,Azure,Olden
7735,Olive,Pea green,Magenta,Azure,Plum,Green,Olive,Red,Khaki,Purple
7736,Olive,Ivory,Charcoal,Azure,Khaki,Teal,Brown,Blue,Aquamarine,Black
7737,Crimson,Aquamarine,Navy blue,Khaki,Silver,Teal,Azure,Aquamarine,Teal,Purple
7738,Brown,Olive,Orange,Olden,Wheat,Yellow,Ivory,Plum,Teal,Black
7739,Aquamarine,Ivory,Wheat,Hot pink,Maroon,Hot pink,Khaki,Olive,Plum,Pea green
7740,Silver,Teal,Plum,Fuchsia,Purple,Olive,Cyan,White,Coral,Lime
7741,Blue,White,Silver,Navy blue,Magenta,Red,White,Azure,Gray,Maroon
7742,Navy blue,Purple,Gray,Plum,Azure,Khaki,Khaki,Olden,Brown,Pea green
7743,Hot pink,Ivory,Navy blue,Crimson,Pea green,Hot pink,Coral,Purple,Aquamarine,White
7744,Wheat,Silver,Black,Olive,Olden,Orange,Azure,Gray,Charcoal,Brown
7745,Orange,Olive,Orange,Yellow,Olive,Olden,Navy blue,Yellow,Ivory,Brown
7746,Orange,Ivory,Cyan,Magenta,Aquamarine,Yellow,Wheat,Purple,Maroon,Hot pink
7747,Yellow,Red,Wheat,Navy blue,Blue,Ivory,Pea green,Charcoal,Hot pink,Olden
7748,Navy blue,Aquamarine,Pea green,Charcoal,Lime,Olive,White,Maroon,Fuchsia,Plum
7749,Plum,Pea green,Pea green,Khaki,White,Cyan,Wheat,Charcoal,Plum,Khaki
7750,Yellow,Black,Wheat,Plum,Teal,Aquamarine,Orange,Pea green,Lime,Coral
7751,Azure,Blue,Olive,Maroon,Gray,Silver,Brown,Black,Yellow,Black
7752,Orange,Olive,Pea green,White,Hot pink,Yellow,White,Pea green,Pea green,Brown
7753,Wheat,Fuchsia,Green,Black,Gray,Gray,Lime,Plum,Cyan,Plum
7754,Azure,Yellow,Brown,Brown,Blue,Khaki,Cyan,Charcoal,Purple,Charcoal
7755,Plum,Yellow,Navy blue,Navy blue,Blue,Blue,Orange,Gray,Red,Magenta
7756,Pea green,Olive,Khaki,Olden,Maroon,Fuchsia,Olive,Magenta,Gray,Azure
7757,Maroon,Khaki,Hot pink,Olden,Olive,Cyan,Purple,Cyan,Cyan,Green
7758,Black,White,Fuchsia,Fuchsia,Silver,Lime,Brown,Aquamarine,Yellow,Green
7759,Plum,Cyan,Hot pink,Olden,Black,Fuchsia,Olive,Gray,Navy blue,Navy blue
7760,Fuchsia,Magenta,Khaki,Red,Lime,Olive,Green,Lime,Olive,Maroon
7761,Purple,Crimson,Wheat,Red,Silver,Green,Green,Charcoal,White,Green
7762,Fuchsia,Navy blue,Green,Navy blue,Coral,Maroon,Orange,Black,Cyan,Magenta
7763,Pea green,Plum,Crimson,Aquamarine,Brown,Ivory,Wheat,Navy blue,Teal,Ivory
7764,Gray,Black,Aquamarine,Charcoal,Khaki,Coral,Yellow,Gray,Blue,Navy blue
7765,Lime,Fuchsia,Brown,Green,Khaki,Ivory,Gray,Aquamarine,Teal,Lime
7766,Coral,Blue,Plum,Plum,Black,Plum,Coral,Maroon,Silver,Aquamarine
7767,Black,Coral,Navy blue,Olive,Olden,White,Navy blue,Khaki,Teal,Lime
7768,Olive,Lime,Lime,Hot pink,Khaki,Charcoal,Crimson,Purple,Purple,Khaki
7769,Charcoal,Crimson,Azure,Cyan,Maroon,Navy blue,Azure,Charcoal,Coral,Red
7770,Gray,Ivory,Blue,Azure,Coral,Wheat,Aquamarine,Silver,Plum,Wheat
7771,Azure,Maroon,Lime,Khaki,Green,Aquamarine,Fuchsia,Lime,Maroon,Hot pink
7772,Plum,Black,Red,Aquamarine,Coral,Magenta,Teal,Maroon,Olden,Aquamarine
7773,Olive,Black,Red,Azure,Purple,Khaki,Aquamarine,Yellow,Lime,Ivory
7774,Blue,White,Red,Black,Khaki,Aquamarine,Magenta,Green,Wheat,Yellow
7775,Navy blue,Green,Pea green,Crimson,Magenta,Azure,Pea green,Gray,Blue,Wheat
7776,Silver,Crimson,Navy blue,Lime,Wheat,Charcoal,Crimson,Purple,Yellow,Silver
7777,Wheat,Crimson,Orange,Yellow,Wheat,Green,Teal,Magenta,Red,White
7778,Blue,Purple,Teal,Fuchsia,Lime,Hot pink,Fuchsia,Plum,Fuchsia,Azure
7779,Silver,Azure,Olden,Brown,Blue,Silver,Olden,Purple,Navy blue,Wheat
7780,White,Azure,Yellow,Khaki,Azure,Ivory,Silver,Olden,Aquamarine,Olden
7781,Aquamarine,Green,Charcoal,Orange,Plum,White,Brown,Lime,Khaki,Navy blue
7782,Fuchsia,Green,Khaki,Magenta,Orange,Blue,Olden,Yellow,Brown,Magenta
7783,Yellow,Red,Yellow,Hot pink,Olive,Black,Olive,Brown,Gray,Fuchsia
7784,Hot pink,Olden,Azure,Purple,Orange,Olden,Navy blue,Cyan,Olden,Yellow
7785,Ivory,Teal,Yellow,Black,Charcoal,Gray,Fuchsia,Hot pink,Pea green,Orange
7786,Orange,White,Olive,Black,Coral,Purple,Khaki,Khaki,Brown,Black
7787,Pea green,Hot pink,Pea green,Hot pink,Orange,Gray,Wheat,Green,Aquamarine,Yellow
7788,Charcoal,Coral,Coral,Green,Teal,Brown,Maroon,Orange,Brown,Orange
7789,Crimson,Plum,Magenta,Orange,Crimson,Wheat,Yellow,Olive,Maroon,Lime
7790,Khaki,Purple,Black,Blue,Black,Brown,Cyan,Wheat,Magenta,Blue
7791,Olden,Olive,Orange,Olden,Red,Hot pink,Ivory,Lime,White,Aquamarine
7792,Ivory,White,Silver,Green,Crimson,Ivory,Magenta,Maroon,Maroon,Brown
7793,Ivory,Gray,Teal,Green,Plum,Olive,Plum,Cyan,Plum,Purple
7794,Red,Plum,Silver,Gray,Wheat,Olden,Orange,Green,Wheat,Ivory
7795,Blue,Wheat,Cyan,Wheat,Lime,Teal,Silver,Hot pink,Fuchsia,Navy blue
7796,Silver,Green,Brown,Orange,Olden,Aquamarine,Gray,Charcoal,Wheat,Cyan
7797,Magenta,Magenta,Cyan,Magenta,Cyan,Olden,Gray,Olive,Navy blue,Brown
7798,Pea green,Orange,Pea green,Green,Red,Blue,Green,Silver,Lime,Ivory
7799,Blue,White,Charcoal,Aquamarine,Olden,Cyan,Brown,Ivory,Cyan,Lime
7800,Green,Hot pink,Coral,White,Blue,Pea green,Cyan,Olden,White,Wheat
7801,Magenta,Orange,Brown,Silver,Olive,Orange,Orange,Brown,Charcoal,Gray
7802,Olive,Blue,Maroon,Fuchsia,Olive,White,Teal,Gray,Plum,Gray
7803,Fuchsia,Silver,Khaki,Azure,Magenta,Olive,Teal,Ivory,Wheat,Red
7804,Maroon,Magenta,Purple,Blue,Purple,Cyan,Black,Charcoal,Purple,Green
7805,Teal,Azure,Azure,Fuchsia,Olden,Purple,Navy blue,Teal,Brown,Crimson
7806,Olive,Gray,Aquamarine,Plum,Silver,Hot pink,Maroon,Khaki,Olden,Lime
7807,Wheat,Wheat,Plum,Teal,Hot pink,Pea green,Khaki,Khaki,Navy blue,Coral
7808,Purple,Coral,Cyan,Aquamarine,Black,Yellow,Silver,Silver,Pea green,Cyan
7809,Olive,Magenta,Coral,Olive,Crimson,Ivory,Pea green,Hot pink,Green,Brown
7810,Olden,Aquamarine,Olive,Navy blue,Fuchsia,Maroon,Cyan,Aquamarine,Plum,Red
7811,Red,Wheat,Gray,Gray,Coral,Lime,Yellow,Gray,Orange,Red
7812,Magenta,Azure,Magenta,Cyan,Blue,Charcoal,Cyan,Khaki,Hot pink,Gray
7813,Fuchsia,White,Magenta,Green,Green,Azure,Olden,Yellow,Lime,Red
7814,Yellow,Cyan,Black,Plum,Lime,Blue,Cyan,White,Green,Brown
7815,Maroon,Olive,Plum,Teal,Aquamarine,Hot pink,Wheat,Fuchsia,Gray,Yellow
7816,Crimson,Olive,Hot pink,Crimson,Teal,Crimson,Cyan,Coral,Aquamarine,Olive
7817,Azure,Ivory,Brown,Red,Magenta,White,Magenta,Navy blue,Ivory,Gray
7818,Khaki,Pea green,Maroon,Aquamarine,White,Cyan,Wheat,Magenta,Silver,Yellow
7819,Magenta,Fuchsia,Magenta,Blue,Brown,Silver,Ivory,Lime,Olden,Cyan
7820,Navy blue,Navy blue,Purple,Blue,Olive,Green,Magenta,Black,Azure,Yellow
7821,Crimson,Khaki,Blue,Purple,Olive,Cyan,Black,Black,Olive,Purple
7822,Orange,White,Maroon,Navy blue,Crimson,Purple,Teal,Fuchsia,Orange,Lime
7823,Aquamarine,Azure,Fuchsia,Magenta,Blue,Blue,Fuchsia,Khaki,Charcoal,Charcoal
7824,Pea green,White,Maroon,Orange,Teal,Purple,Yellow,Silver,Cyan,Magenta
7825,Silver,Green,Charcoal,Red,Orange,Magenta,Crimson,Green,Aquamarine,Aquamarine
7826,Coral,White,Olive,Silver,Fuchsia,Purple,White,Charcoal,Fuchsia,Hot pink
7827,Olive,Pea green,Hot pink,Fuchsia,Hot pink,Ivory,Azure,Orange,Hot pink,Yellow
7828,Olive,Maroon,Ivory,White,Magenta,Khaki,Hot pink,Fuchsia,Olive,Orange
7829,Navy blue,Purple,Orange,Plum,Black,Gray,Navy blue,Azure,Red,Coral
7830,Red,Ivory,Orange,Ivory,Black,Aquamarine,Teal,Gray,Brown,Cyan
7831,Maroon,Khaki,Black,Magenta,Maroon,Lime,Blue,Charcoal,Blue,Ivory
7832,Wheat,Purple,Blue,Wheat,Purple,Silver,Hot pink,Khaki,Teal,Plum
7833,Navy blue,Aquamarine,Purple,Coral,Red,Yellow,Hot pink,Gray,Gray,Magenta
7834,Magenta,Green,Red,Azure,Silver,Purple,Pea green,Brown,Brown,Brown
7835,Silver,Magenta,Black,Gray,Magenta,Purple,Magenta,Lime,Olden,Aquamarine
7836,Orange,Azure,Maroon,Teal,Charcoal,Olden,Brown,Black,Pea green,Red
7837,Magenta,Ivory,Olive,Maroon,Teal,Ivory,Maroon,Red,Aquamarine,Yellow
7838,Orange,Olden,Coral,Magenta,Fuchsia,White,Navy blue,Yellow,Silver,Olden
7839,Pea green,Pea green,Coral,Silver,Cyan,Gray,Magenta,Orange,Blue,Ivory
7840,Plum,Brown,Teal,Coral,Fuchsia,Cyan,Coral,Cyan,Fuchsia,Magenta
7841,Magenta,Gray,Blue,Purple,Wheat,Hot pink,Olden,White,Aquamarine,Khaki
7842,Pea green,Olden,Purple,Pea green,Silver,Green,Azure,Yellow,Teal,Teal
7843,Olden,Hot pink,Olive,Azure,Pea green,Red,Magenta,White,Aquamarine,Coral
7844,Cyan,Coral,Navy blue,Cyan,Coral,Lime,Plum,Khaki,Wheat,Crimson
7845,Hot pink,Brown,Magenta,Red,Orange,Plum,Green,Blue,Ivory,Khaki
7846,Green,Purple,Hot pink,Cyan,Maroon,Teal,Lime,Red,Olive,Magenta
7847,Brown,Khaki,Maroon,Ivory,Olden,Coral,Maroon,Brown,Gray,Aquamarine
7848,Cyan,Navy blue,Wheat,Pea green,Hot pink,Wheat,Yellow,Olive,Plum,Gray
7849,Navy blue,Cyan,Gray,Pea green,Cyan,Ivory,Olden,Green,White,Silver
7850,Fuchsia,Gray,Brown,Pea green,Teal,Aquamarine,Fuchsia,Crimson,Crimson,Fuchsia
7851,Blue,Yellow,Ivory,Olive,Navy blue,Fuchsia,Teal,Hot pink,Olden,Pea green
7852,Black,Khaki,Fuchsia,Hot pink,Magenta,Magenta,Aquamarine,Navy blue,Olden,Navy blue
7853,Magenta,Wheat,Silver,Yellow,Red,Black,Pea green,Magenta,Blue,Navy blue
7854,Orange,Navy blue,Wheat,Charcoal,Khaki,Wheat,Fuchsia,Orange,Black,Charcoal
7855,Plum,Orange,Plum,Lime,Brown,Fuchsia,Olden,Ivory,Olden,Fuchsia
7856,Khaki,Charcoal,Navy blue,Ivory,Hot pink,Ivory,Blue,Crimson,Wheat,Navy blue
7857,Khaki,Lime,White,Gray,Brown,Crimson,Olive,Plum,Ivory,Wheat
7858,Gray,Crimson,Black,Yellow,Brown,Plum,Wheat,Maroon,Olive,Green
7859,Khaki,Blue,Ivory,Pea green,Ivory,Charcoal,Magenta,Navy blue,Cyan,Cyan
7860,Teal,White,Navy blue,Aquamarine,Aquamarine,Brown,Olden,Coral,Hot pink,Coral
7861,White,Orange,Navy blue,Hot pink,Green,Navy blue,Lime,Brown,Olden,Blue
7862,Gray,Wheat,Maroon,Purple,Khaki,Orange,Pea green,Pea green,Blue,Hot pink
7863,Hot pink,Black,Fuchsia,Aquamarine,Navy blue,Azure,Ivory,Ivory,Khaki,Coral
7864,Azure,Cyan,Magenta,Hot pink,Ivory,Pea green,Brown,Charcoal,Lime,Pea green
7865,Silver,Yellow,Khaki,Teal,Crimson,Hot pink,Aquamarine,Teal,Teal,Red
7866,Brown,Teal,Gray,Aquamarine,Coral,Lime,Azure,Green,Wheat,Black
7867,Green,Wheat,Green,Silver,Wheat,Silver,Aquamarine,Green,Red,Fuchsia
7868,Maroon,Navy blue,Olden,Ivory,Coral,White,Azure,Brown,Hot pink,Red
7869,Coral,Magenta,Gray,Yellow,Charcoal,Fuchsia,Charcoal,Blue,Lime,Cyan
7870,Wheat,Crimson,Charcoal,Aquamarine,Black,Olden,Fuchsia,Fuchsia,Wheat,Pea green
7871,Lime,Olive,Black,Magenta,Teal,Khaki,Cyan,Olden,Maroon,Charcoal
7872,Yellow,Aquamarine,Silver,Charcoal,Red,Green,Charcoal,Olden,Navy blue,Silver
7873,Khaki,Cyan,Green,Silver,White,Silver,Lime,Maroon,Magenta,Hot pink
7874,Hot pink,White,Wheat,Hot pink,Yellow,Orange,Wheat,White,Coral,Green
7875,Black,Teal,Cyan,Charcoal,Olden,Fuchsia,Cyan,Charcoal,Pea green,White
7876,Lime,White,Cyan,Olden,Azure,Khaki,Blue,Maroon,Purple,Charcoal
7877,Green,Ivory,Navy blue,Wheat,Cyan,Brown,Aquamarine,Maroon,Fuchsia,Aquamarine
7878,Coral,Plum,Maroon,Magenta,Blue,Teal,Pea green,Orange,Brown,Fuchsia
7879,Olden,Brown,Aquamarine,Pea green,Khaki,Fuchsia,Maroon,Crimson,Cyan,Gray
7880,Silver,Green,Purple,Pea green,Teal,Green,Maroon,Lime,Aquamarine,Pea green
7881,Purple,Teal,Crimson,Olden,Ivory,Purple,Olive,Fuchsia,Maroon,Orange
7882,Yellow,Fuchsia,Fuchsia,Olden,Hot pink,Orange,Aquamarine,Aquamarine,Navy blue,Purple
7883,Silver,Orange,Green,Red,Silver,Lime,Coral,Lime,Coral,Lime
7884,Pea green,Wheat,Orange,Teal,Charcoal,Silver,Red,Black,Brown,Magenta
7885,Magenta,Navy blue,Khaki,Pea green,Brown,Wheat,Maroon,Plum,Orange,Lime
7886,Yellow,Fuchsia,Plum,Orange,Wheat,Lime,Yellow,Crimson,White,Silver
7887,Orange,Blue,Plum,White,Wheat,Charcoal,Gray,Brown,Azure,Green
7888,Crimson,Lime,Maroon,Purple,Gray,Black,Crimson,Olden,Navy blue,Coral
7889,Magenta,Aquamarine,White,Hot pink,Plum,Plum,Aquamarine,Aquamarine,Blue,Coral
7890,Cyan,Silver,Gray,Blue,Magenta,Lime,Wheat,Charcoal,Brown,White
7891,Coral,Orange,Orange,Brown,Orange,Yellow,Maroon,Khaki,Magenta,Khaki
7892,Hot pink,Ivory,Black,Blue,Silver,Blue,Khaki,Crimson,Blue,Silver
7893,Wheat,Cyan,Cyan,Teal,Blue,Coral,Aquamarine,Pea green,Pea green,Yellow
7894,Charcoal,Maroon,Maroon,Black,Silver,Fuchsia,Plum,Olden,Cyan,Orange
7895,Lime,Olive,Crimson,Cyan,Wheat,Green,Black,Ivory,Olive,Wheat
7896,White,Crimson,Hot pink,Purple,Black,Olden,Ivory,Charcoal,Blue,Gray
7897,White,White,Ivory,Coral,Pea green,Teal,Teal,Olden,Wheat,Black
7898,White,Azure,Pea green,Ivory,Coral,Cyan,Brown,White,Blue,Green
7899,Khaki,White,Pea green,White,Plum,Black,Aquamarine,Ivory,Purple,Wheat
7900,Olden,Pea green,Orange,Wheat,White,Hot pink,Navy blue,White,Aquamarine,Black
7901,Gray,Orange,Azure,Coral,Black,Pea green,Crimson,Pea green,Blue,White
7902,Black,Red,Yellow,Brown,Wheat,Aquamarine,Silver,Gray,Crimson,Aquamarine
7903,Khaki,Hot pink,Blue,Brown,Green,Ivory,Purple,Red,Khaki,Orange
7904,Coral,Brown,Yellow,Aquamarine,Maroon,Orange,Teal,Purple,Olive,Fuchsia
7905,Khaki,Coral,Plum,Orange,Red,Coral,Plum,Blue,Charcoal,Pea green
7906,Purple,Orange,Brown,Purple,Charcoal,Fuchsia,Purple,Orange,Black,Lime
7907,Teal,Olive,Crimson,Plum,Ivory,Charcoal,Azure,Crimson,Green,Khaki
7908,Red,Lime,Brown,Green,Cyan,Cyan,Brown,Wheat,Wheat,Gray
7909,White,Aquamarine,Magenta,Azure,Green,Red,Magenta,Black,Olive,Coral
7910,Orange,Wheat,White,Yellow,Cyan,Crimson,Wheat,Black,Cyan,Cyan
7911,White,Brown,Azure,Gray,Aquamarine,Cyan,Lime,Pea green,Olive,Brown
7912,Khaki,Aquamarine,Khaki,Khaki,Wheat,Blue,Azure,Navy blue,Wheat,Lime
7913,Aquamarine,Wheat,Pea green,Ivory,White,Teal,Orange,Azure,Charcoal,Purple
7914,Red,Silver,Azure,Teal,Green,Maroon,Fuchsia,Azure,Olden,Orange
7915,Charcoal,Black,Plum,Yellow,Teal,Crimson,Azure,Ivory,Silver,Pea green
7916,Red,Crimson,Cyan,Hot pink,Coral,Crimson,White,Maroon,Olive,Plum
7917,Cyan,Blue,Plum,Pea green,Wheat,Green,Yellow,White,Olive,Green
7918,Maroon,Red,Fuchsia,Plum,Navy blue,Ivory,Magenta,White,Purple,Hot pink
7919,Magenta,Khaki,Hot pink,Gray,Charcoal,Magenta,Ivory,Plum,Ivory,Black
7920,Silver,Lime,Plum,Hot pink,Olive,Azure,Magenta,Lime,Azure,Olive
7921,Orange,White,Gray,Olive,Purple,Hot pink,Gray,Crimson,Black,Aquamarine
7922,Silver,Coral,Pea green,Crimson,Aquamarine,Navy blue,Brown,Navy blue,Black,Olive
7923,Olden,Maroon,Azure,Magenta,Hot pink,Orange,Blue,Lime,Aquamarine,Fuchsia
7924,Khaki,Olive,Maroon,Magenta,Pea green,Ivory,Olive,Olive,Azure,Plum
7925,Magenta,Olive,Olden,Brown,White,Silver,Crimson,Green,Magenta,Plum
7926,Teal,Crimson,Orange,Olden,Ivory,Red,Olive,Teal,Teal,Azure
7927,Orange,Navy blue,Black,Lime,Gray,Khaki,Olive,Silver,Pea green,Olden
7928,Teal,Coral,Aquamarine,Teal,Aquamarine,Purple,Brown,Lime,Khaki,Silver
7929,Lime,Yellow,White,Magenta,Crimson,Plum,Lime,Wheat,Wheat,Olden
7930,Aquamarine,Cyan,Fuchsia,Navy blue,Teal,Orange,Khaki,Purple,Red,Coral
7931,Silver,Teal,Ivory,Wheat,Lime,Brown,Green,White,Olive,Hot pink
7932,Brown,Charcoal,Purple,White,Teal,Gray,Wheat,Olden,Wheat,Red
7933,Red,White,Yellow,Crimson,Magenta,Orange,Teal,Green,Crimson,Wheat
7934,Blue,Yellow,Pea green,Fuchsia,Plum,Black,Olden,Gray,Wheat,Cyan
7935,Wheat,Aquamarine,Teal,Orange,Fuchsia,Ivory,Gray,Azure,Brown,Ivory
7936,Silver,Magenta,Silver,Pea green,Yellow,Teal,Pea green,Cyan,Ivory,Navy blue
7937,Navy blue,Khaki,Black,Black,Green,Pea green,Navy blue,Wheat,Olden,Red
7938,Silver,Brown,Olive,Plum,Maroon,Pea green,Magenta,Lime,Silver,Teal
7939,Olive,Azure,Brown,Coral,Orange,Orange,Aquamarine,Silver,Purple,Yellow
7940,Red,Brown,Magenta,Brown,Charcoal,Plum,Charcoal,Wheat,Purple,Brown
7941,Pea green,Magenta,Black,White,Plum,Coral,Azure,Brown,Plum,Orange
7942,Charcoal,Lime,Wheat,Coral,Green,Hot pink,Red,Black,Purple,Fuchsia
7943,Lime,Coral,Lime,Hot pink,Lime,Silver,Orange,Olive,Hot pink,Olive
7944,Black,Fuchsia,Black,Aquamarine,Black,Brown,Brown,Olden,Orange,Teal
7945,Teal,Silver,Aquamarine,Cyan,Silver,Purple,Silver,Cyan,Brown,Fuchsia
7946,Blue,Wheat,Silver,Navy blue,Green,Red,Ivory,Red,Silver,Charcoal
7947,Gray,Brown,White,Yellow,Red,Plum,Maroon,White,Silver,Black
7948,Ivory,Azure,Hot pink,Gray,Green,Khaki,Orange,Fuchsia,Crimson,Gray
7949,Black,Yellow,Azure,Wheat,Olive,Crimson,Wheat,Wheat,Crimson,Teal
7950,Green,Lime,Plum,Lime,Aquamarine,Hot pink,Maroon,Wheat,Orange,Black
7951,Coral,Black,Blue,Brown,Maroon,Brown,Plum,Ivory,White,Blue
7952,Charcoal,Maroon,Ivory,Teal,Lime,Silver,Green,Purple,Yellow,White
7953,Maroon,Orange,Hot pink,Ivory,Ivory,Khaki,Maroon,Khaki,Magenta,Aquamarine
7954,Pea green,Gray,Orange,Charcoal,Navy blue,Azure,Purple,Purple,Wheat,Ivory
7955,Olden,Hot pink,Plum,Navy blue,Ivory,Yellow,Red,Olive,Khaki,Aquamarine
7956,Silver,Silver,Maroon,Lime,Green,Plum,Teal,Teal,White,Plum
7957,Silver,Hot pink,White,Brown,Aquamarine,Cyan,Wheat,Olive,Plum,Black
7958,Black,Khaki,Black,Cyan,Magenta,Olden,Maroon,Red,Purple,Gray
7959,Pea green,Magenta,Navy blue,Magenta,Plum,Navy blue,Magenta,Magenta,Teal,Black
7960,Blue,Navy blue,Olive,Teal,Aquamarine,Charcoal,Ivory,Fuchsia,Black,Silver
7961,Fuchsia,Silver,Olden,Navy blue,Azure,Khaki,Coral,Yellow,Navy blue,Crimson
7962,Brown,Aquamarine,Green,Silver,Aquamarine,Navy blue,Magenta,Lime,Khaki,Fuchsia
7963,Yellow,Red,Ivory,Purple,Olden,Navy blue,Olive,Gray,Cyan,Olden
7964,Yellow,Gray,Teal,White,Khaki,Coral,Plum,Green,White,Navy blue
7965,Wheat,Aquamarine,Navy blue,Yellow,Fuchsia,Green,Crimson,Crimson,Lime,Fuchsia
7966,Hot pink,Wheat,Olden,Yellow,Ivory,Plum,Orange,Ivory,Cyan,Purple
7967,Olden,Maroon,Silver,Plum,Khaki,Charcoal,Fuchsia,Coral,Navy blue,Navy blue
7968,Navy blue,Wheat,Brown,Magenta,Blue,Green,White,Navy blue,Pea green,Teal
7969,Ivory,Khaki,Fuchsia,Blue,Green,Plum,Silver,Cyan,Green,Charcoal
7970,Coral,Olden,Coral,Crimson,Coral,Azure,Olden,Olive,Brown,Olive
7971,Green,Black,Charcoal,White,Charcoal,Crimson,Lime,Navy blue,Azure,Azure
7972,Khaki,Magenta,Olive,Navy blue,Magenta,Olive,Orange,Plum,Brown,Green
7973,Blue,Brown,Plum,Pea green,Olive,Cyan,Plum,Silver,Purple,Lime
7974,Aquamarine,Green,Khaki,Purple,White,White,Magenta,Crimson,Ivory,Silver
7975,Crimson,Fuchsia,Khaki,Khaki,Green,Ivory,Olive,Magenta,Magenta,White
7976,Navy blue,Pea green,Coral,Olive,Red,Blue,Navy blue,Brown,Khaki,Silver
7977,Ivory,Yellow,Magenta,Khaki,Lime,Blue,Silver,Lime,Khaki,Red
7978,Yellow,White,Maroon,Wheat,Maroon,Wheat,Navy blue,Yellow,Cyan,Yellow
7979,Teal,Gray,Olden,Red,Olden,Blue,Brown,Black,Black,Fuchsia
7980,Olive,Hot pink,Blue,White,Fuchsia,Coral,Plum,Hot pink,Lime,Black
7981,Crimson,Yellow,Ivory,Plum,Olden,Pea green,Hot pink,Yellow,Teal,Magenta
7982,Ivory,Ivory,Fuchsia,Wheat,Maroon,Wheat,Olive,Brown,Cyan,Azure
7983,Charcoal,Maroon,Fuchsia,Gray,Yellow,Teal,Teal,Blue,Yellow,Orange
7984,Purple,Teal,Navy blue,Pea green,Olive,Magenta,Fuchsia,Pea green,Teal,Gray
7985,Pea green,Blue,Blue,Gray,Red,Teal,Khaki,Silver,Lime,Ivory
7986,Aquamarine,Green,Silver,Pea green,Khaki,Silver,Gray,Aquamarine,Cyan,Brown
7987,Orange,Khaki,Plum,Olive,Silver,Olive,Blue,Ivory,Green,Olden
7988,Charcoal,Silver,Silver,Plum,Maroon,Navy blue,Navy blue,Azure,Navy blue,Magenta
7989,Black,Purple,Silver,Orange,Crimson,Fuchsia,Fuchsia,Black,Orange,Black
7990,Olden,Coral,Coral,White,Charcoal,Olden,Red,Orange,Hot pink,Coral
7991,Charcoal,Azure,Red,Pea green,Plum,Charcoal,Olden,Purple,Yellow,Green
7992,Teal,Silver,Wheat,Orange,Azure,Purple,Gray,Black,Teal,Fuchsia
7993,Charcoal,Olden,Hot pink,Plum,Teal,Fuchsia,Crimson,Fuchsia,Crimson,Aquamarine
7994,Olive,Black,Magenta,Coral,Ivory,Blue,Purple,Plum,White,Orange
7995,Cyan,Azure,Khaki,Charcoal,Fuchsia,Olden,Green,Khaki,Red,Brown
7996,Azure,Ivory,Charcoal,Brown,Plum,Orange,Green,Hot pink,Plum,Green
7997,Navy blue,Hot pink,Olden,Fuchsia,Lime,Cyan,Black,Gray,Khaki,Cyan
7998,Charcoal,Aquamarine,Aquamarine,Maroon,Azure,Plum,White,Magenta,Olive,Charcoal
7999,Charcoal,Maroon,Lime,Brown,Azure,Orange,Wheat,Hot pink,Lime,Yellow
8000,White,Cyan,Charcoal,Crimson,White,Plum,Pea green,Wheat,Red,Purple
8001,Brown,Aquamarine,Gray,Olden,Magenta,Hot pink,Yellow,Red,Teal,Teal
8002,Silver,Brown,White,Orange,Maroon,Gray,Brown,Magenta,White,Lime
8003,Aquamarine,Coral,Brown,Red,Ivory,Ivory,Cyan,Olden,Khaki,Red
8004,Lime,Crimson,Fuchsia,Olden,Orange,Teal,Hot pink,Pea green,Silver,Pea green
8005,Maroon,Crimson,Fuchsia,Pea green,Plum,White,Olive,Silver,Red,Blue
8006,Olden,Magenta,Charcoal,Green,Black,Silver,Azure,Gray,Brown,Gray
8007,Pea green,Aquamarine,Red,Ivory,Brown,Charcoal,Silver,Charcoal,Silver,Magenta
8008,Black,Cyan,Olden,Olden,Aquamarine,Hot pink,Aquamarine,Magenta,Black,Crimson
8009,Orange,Olden,Green,Azure,Hot pink,Blue,Coral,Silver,White,Black
8010,Fuchsia,Fuchsia,Green,Brown,Coral,Green,Plum,Olive,Hot pink,Black
8011,Khaki,Pea green,Khaki,Yellow,Khaki,Gray,Purple,Charcoal,Yellow,Cyan
8012,Cyan,Crimson,Maroon,Purple,Charcoal,Purple,Teal,Ivory,Azure,Green
8013,Plum,Hot pink,Orange,Green,Gray,Green,Aquamarine,Plum,Ivory,Olden
8014,Green,Azure,Orange,Blue,Brown,Navy blue,Black,Orange,Teal,Yellow
8015,White,Silver,Magenta,Red,Crimson,Olive,Hot pink,Wheat,Ivory,Charcoal
8016,Teal,White,Charcoal,Wheat,Silver,Blue,Cyan,Teal,Azure,Silver
