,A,B,C,D,E,F,G,H,I,J
6633,Fuchsia,Maroon,Teal,Fuchsia,Charcoal,Navy blue,Wheat,Coral,Khaki,Navy blue
6634,Orange,Blue,Khaki,Fuchsia,Green,Khaki,Orange,Blue,Olive,Teal
6635,Lime,Azure,Coral,Teal,Brown,Teal,Azure,Red,Charcoal,Lime
6636,Cyan,Navy blue,Red,Ivory,Wheat,Black,Magenta,Navy blue,Azure,Charcoal
6637,Magenta,Aquamarine,Lime,Purple,Olden,Aquamarine,Coral,Red,Crimson,Brown
6638,Fuchsia,Coral,Azure,Green,White,Olden,Azure,Lime,Azure,Teal
6639,Magenta,Pea green,Gray,Wheat,Charcoal,Navy blue,Purple,Olive,Lime,Orange
6640,Fuchsia,Olden,Crimson,Blue,Aquamarine,Hot pink,Navy blue,Azure,Green,Black
6641,Yellow,Lime,Cyan,Charcoal,Maroon,Ivory,Yellow,Wheat,Charcoal,Pea green
6642,Charcoal,Ivory,Black,White,Black,Coral,Wheat,Maroon,Green,Silver
6643,Olive,Green,Olden,Plum,Ivory,Pea green,Crimson,White,Magenta,Aquamarine
6644,Brown,Cyan,Khaki,Coral,Ivory,Green,Maroon,Crimson,Ivory,Aquamarine
6645,Maroon,Azure,Wheat,White,Navy blue,Charcoal,Brown,Ivory,Khaki,Azure
6646,Ivory,Coral,Hot pink,Silver,Olden,Khaki,Red,Coral,Plum,Cyan
6647,Brown,White,Green,Olive,Fuchsia,Navy blue,Crimson,Black,Gray,Maroon
6648,Crimson,Fuchsia,Orange,Red,Fuchsia,Fuchsia,Navy blue,Yellow,Green,Purple
6649,Navy blue,Aquamarine,Gray,Orange,Fuchsia,Teal,Fuchsia,Navy blue,Navy blue,Maroon
6650,Silver,Black,Crimson,Teal,Wheat,Charcoal,Teal,Charcoal,Brown,Teal
6651,Olive,Magenta,Navy blue,Azure,Pea green,Black,Aquamarine,Coral,Silver,Silver
6652,Charcoal,Navy blue,Red,Blue,Silver,Fuchsia,Crimson,Black,Fuchsia,Magenta
6653,Coral,Orange,Charcoal,Black,Silver,White,Blue,Khaki,Olden,Red
6654,Cyan,Khaki,Ivory,Ivory,Red,Teal,White,White,Olden,Black
6655,Silver,Crimson,Blue,Crimson,Cyan,Plum,Cyan,Azure,Azure,Wheat
6656,Plum,Brown,Orange,Navy blue,Blue,Silver,Plum,Red,Blue,Gray
6657,Navy blue,Orange,White,Black,Olden,Khaki,Teal,Cyan,Ivory,White
6658,Blue,Azure,Plum,White,Azure,Khaki,Gray,Azure,Khaki,Azure
6659,Plum,Ivory,Blue,Aquamarine,Coral,Maroon,Pea green,Lime,Brown,Olive
6660,Navy blue,Fuchsia,Crimson,Magenta,Black,Magenta,Yellow,Purple,Cyan,Magenta
6661,Plum,White,Crimson,Olive,Navy blue,Fuchsia,Silver,Silver,Pea green,Lime
6662,Cyan,Black,Green,Blue,Magenta,Khaki,Cyan,Magenta,Khaki,Fuchsia
6663,Olive,Brown,Hot pink,White,Khaki,Green,Brown,Plum,Red,Cyan
6664,Yellow,Maroon,Green,Wheat,Green,Olive,Maroon,Orange,Azure,Lime
6665,White,Wheat,Crimson,Pea green,Black,Wheat,Coral,Brown,Plum,Green
6666,White,Azure,Fuchsia,Navy blue,Aquamarine,Coral,Teal,Olive,Azure,Maroon
6667,Aquamarine,Black,Plum,Fuchsia,Ivory,Ivory,Charcoal,Red,Wheat,Cyan
6668,Gray,Navy blue,Wheat,Yellow,Green,Ivory,Ivory,Olive,Red,Fuchsia
6669,Teal,Silver,Magenta,Navy blue,Red,Ivory,Khaki,Orange,Plum,Yellow
6670,Gray,Hot pink,Pea green,Black,Crimson,Silver,Lime,Lime,Red,Crimson
6671,Aquamarine,Gray,Red,Gray,Crimson,Purple,Charcoal,Ivory,Wheat,Charcoal
6672,Navy blue,Blue,Fuchsia,Coral,Hot pink,Purple,Pea green,Silver,Khaki,Plum
6673,Blue,Blue,Charcoal,Brown,Fuchsia,Hot pink,Maroon,Pea green,Red,Magenta
6674,Azure,Khaki,Wheat,Cyan,Silver,Aquamarine,Olden,Plum,Wheat,Purple
6675,Maroon,Navy blue,Ivory,Coral,Red,Purple,Plum,Coral,Cyan,Black
6676,Cyan,Red,Khaki,Khaki,Navy blue,Coral,Wheat,White,Olive,Silver
6677,Blue,Aquamarine,Wheat,Yellow,Green,Olden,Pea green,Olive,Khaki,Black
6678,Aquamarine,Wheat,Maroon,Coral,White,Khaki,Cyan,Silver,Magenta,Brown
6679,Navy blue,Brown,Aquamarine,Lime,Coral,Magenta,Gray,Red,Green,Yellow
6680,Pea green,Charcoal,Coral,Olden,Purple,Black,Orange,Black,Purple,Hot pink
6681,Orange,Pea green,Hot pink,Lime,Green,Blue,Red,Olive,Hot pink,Azure
6682,Plum,Olden,Pea green,Navy blue,Lime,Khaki,Khaki,Cyan,Orange,Lime
6683,Yellow,Silver,Olive,Navy blue,White,Lime,Olive,White,Teal,Maroon
6684,Purple,Hot pink,Pea green,Coral,Olive,Navy blue,Wheat,Khaki,Hot pink,Wheat
6685,Khaki,Wheat,Yellow,Yellow,Green,Khaki,Yellow,Charcoal,Hot pink,Cyan
6686,Blue,Fuchsia,Olden,Khaki,Wheat,Yellow,Lime,Aquamarine,Lime,Silver
6687,Plum,Ivory,Maroon,Hot pink,Teal,Silver,Brown,Cyan,Red,Green
6688,Green,Crimson,White,Cyan,Aquamarine,Maroon,Red,Black,Coral,Black
6689,Purple,Khaki,Plum,Crimson,Maroon,Coral,Ivory,Plum,Brown,Navy blue
6690,Ivory,Green,Navy blue,Olden,Coral,Hot pink,Ivory,Red,Navy blue,Olive
6691,Olden,Fuchsia,Teal,Gray,Hot pink,Silver,Wheat,Charcoal,Hot pink,Olive
6692,Maroon,Pea green,Blue,Maroon,Wheat,Crimson,Wheat,Charcoal,Khaki,Plum
6693,White,Blue,Red,Hot pink,Ivory,Coral,White,Maroon,Blue,Silver
6694,Crimson,Yellow,Coral,Olden,Navy blue,Charcoal,Lime,Maroon,Azure,Silver
6695,Azure,Gray,Olden,Cyan,Purple,Coral,Silver,Azure,Brown,Lime
6696,Purple,Brown,Gray,Gray,Silver,Navy blue,Cyan,Khaki,Lime,Yellow
6697,Silver,Orange,Purple,Azure,Gray,Fuchsia,Navy blue,Azure,Olden,Black
6698,Azure,Teal,Wheat,Brown,White,Hot pink,Maroon,Ivory,Charcoal,Coral
6699,Crimson,Brown,Plum,Fuchsia,Navy blue,Gray,Hot pink,White,Gray,Aquamarine
6700,Aquamarine,Wheat,Olive,Black,Magenta,Orange,Lime,Fuchsia,Blue,Aquamarine
6701,Azure,Olden,Azure,Maroon,Gray,Crimson,Orange,Navy blue,Red,Plum
6702,Green,Fuchsia,Red,Crimson,Red,Magenta,Teal,Teal,Cyan,Navy blue
6703,White,Teal,Navy blue,Purple,Cyan,Fuchsia,Maroon,Maroon,Ivory,Gray
6704,Gray,Plum,Coral,Lime,Ivory,Yellow,Maroon,Silver,Purple,Green
6705,Gray,Khaki,Maroon,Green,Blue,Cyan,Red,Khaki,Khaki,Olden
6706,Black,Red,Black,Aquamarine,Khaki,Hot pink,Azure,Pea green,Olive,Black
6707,Coral,Orange,Navy blue,Fuchsia,Ivory,Maroon,Azure,Silver,Red,Khaki
6708,Blue,Ivory,Coral,Lime,Charcoal,Olive,Olive,Cyan,Orange,Brown
6709,Navy blue,Hot pink,Blue,Teal,Purple,Cyan,Blue,Olive,Orange,Brown
6710,Orange,Olive,Plum,Magenta,Ivory,Aquamarine,Yellow,Ivory,Fuchsia,Plum
6711,Lime,Gray,Orange,Gray,Aquamarine,Cyan,Lime,Silver,Navy blue,Blue
6712,Teal,Wheat,Yellow,Azure,White,Azure,Blue,Khaki,Gray,Wheat
6713,Blue,Purple,Azure,Fuchsia,White,Plum,Khaki,Green,Cyan,Lime
6714,Ivory,Black,Hot pink,Ivory,Wheat,Red,Crimson,Fuchsia,Cyan,Cyan
6715,Green,Pea green,Magenta,Yellow,Hot pink,Ivory,Coral,Charcoal,Khaki,Charcoal
6716,Blue,Purple,Brown,Plum,Black,Black,Black,Gray,Yellow,Magenta
6717,White,Charcoal,Orange,Teal,Gray,Olden,White,Olive,Teal,Purple
6718,Black,Teal,Ivory,Wheat,Cyan,Cyan,Lime,Black,Olive,Purple
6719,Pea green,Navy blue,Purple,Coral,Plum,Aquamarine,Navy blue,Magenta,Lime,Silver
6720,Ivory,Blue,Red,Purple,Olden,Purple,Hot pink,Olden,Plum,Green
6721,Lime,Orange,Plum,Magenta,Cyan,Silver,Azure,Silver,Orange,White
6722,Teal,Hot pink,Olive,Olive,Purple,Lime,Crimson,Brown,Crimson,Yellow
6723,White,Azure,Magenta,Magenta,Teal,Pea green,Pea green,Silver,Teal,Azure
6724,Brown,Gray,Crimson,Plum,Wheat,Silver,Orange,Charcoal,Yellow,Purple
6725,Navy blue,Fuchsia,Plum,Purple,Cyan,Magenta,Magenta,Coral,Plum,Red
6726,Plum,Pea green,Crimson,Silver,Red,Hot pink,Pea green,Magenta,Plum,Red
6727,Purple,Brown,Teal,Orange,Olden,Olden,Khaki,Khaki,Yellow,Fuchsia
6728,Teal,Azure,Crimson,Gray,Silver,Coral,Silver,Silver,Charcoal,Navy blue
6729,Plum,Green,Cyan,Blue,Blue,Ivory,Khaki,Coral,Charcoal,Olden
6730,Hot pink,Green,Maroon,Wheat,Plum,White,Blue,Lime,Olden,Wheat
6731,Silver,Khaki,Olden,Magenta,Cyan,Silver,Purple,Plum,Magenta,Wheat
6732,Cyan,Hot pink,Olive,Blue,Olden,Pea green,Teal,Charcoal,Plum,Khaki
6733,Fuchsia,Cyan,Lime,Cyan,Pea green,Magenta,Fuchsia,Maroon,Magenta,Hot pink
6734,Plum,Fuchsia,White,Purple,Green,Aquamarine,Red,Olden,Yellow,Brown
6735,Blue,Coral,Hot pink,Teal,White,Azure,Silver,Coral,Olden,Magenta
6736,Olden,Yellow,Cyan,White,Maroon,Wheat,Yellow,Brown,Maroon,Brown
6737,White,Coral,Yellow,Wheat,Gray,Aquamarine,Azure,Magenta,Ivory,Wheat
6738,Yellow,Magenta,Black,Lime,Magenta,Magenta,Fuchsia,Cyan,Yellow,White
6739,Crimson,Hot pink,Magenta,Olden,Coral,Ivory,Charcoal,Hot pink,Crimson,Hot pink
6740,Olden,Silver,White,Red,Khaki,Pea green,Maroon,Brown,Yellow,Purple
6741,Blue,Khaki,Coral,Yellow,Azure,Orange,Gray,Lime,Plum,Olive
6742,Teal,Cyan,Olden,Brown,Black,Navy blue,Charcoal,Yellow,Magenta,Black
6743,Pea green,Lime,Blue,Blue,Teal,Lime,Hot pink,Orange,Black,Lime
6744,Aquamarine,Black,Cyan,Fuchsia,Olive,Plum,Blue,Hot pink,Plum,Pea green
6745,Magenta,Ivory,Pea green,Navy blue,Plum,Lime,Cyan,Plum,Cyan,Fuchsia
6746,Magenta,White,Aquamarine,Azure,Azure,Azure,Crimson,Coral,Silver,Teal
6747,Gray,White,White,Navy blue,Green,Plum,Fuchsia,Khaki,Orange,Navy blue
6748,Charcoal,Coral,Purple,Charcoal,Red,Gray,Red,Black,Lime,Yellow
6749,Pea green,Orange,Navy blue,Teal,Blue,Ivory,Khaki,Khaki,Aquamarine,Khaki
6750,Yellow,Wheat,Teal,Green,White,Green,Khaki,Brown,Brown,Crimson
6751,Charcoal,Pea green,Coral,Hot pink,Orange,Blue,Olive,Red,Olden,Olive
6752,Coral,Ivory,Red,Blue,Blue,Wheat,Charcoal,Plum,Cyan,Hot pink
6753,Magenta,Silver,Olive,Yellow,Olden,Maroon,Navy blue,Purple,Azure,Cyan
6754,Silver,Gray,Crimson,Aquamarine,Lime,Navy blue,Orange,Purple,Ivory,Wheat
6755,White,Green,Red,Aquamarine,Purple,Lime,Aquamarine,Fuchsia,Hot pink,Aquamarine
6756,Green,Plum,Yellow,Pea green,Fuchsia,Wheat,Magenta,Pea green,Green,Orange
6757,Ivory,Magenta,Green,Charcoal,Magenta,Hot pink,Blue,Yellow,Blue,Orange
6758,Blue,Aquamarine,Aquamarine,Olden,Teal,Magenta,White,Pea green,Green,Coral
6759,Crimson,Red,Silver,Green,Azure,Olden,White,Brown,Ivory,Cyan
6760,Plum,Teal,Silver,Blue,Khaki,Khaki,Olden,Teal,Red,Brown
6761,Wheat,Aquamarine,Pea green,Wheat,Cyan,Gray,Plum,Teal,Fuchsia,Lime
6762,Green,Hot pink,Olden,Gray,White,Red,Wheat,Ivory,Cyan,Black
6763,Orange,Lime,Pea green,Silver,Maroon,Black,Red,Ivory,Red,Red
6764,Wheat,Black,Green,Blue,Silver,Teal,Gray,Silver,Maroon,Gray
6765,Silver,Coral,Navy blue,Hot pink,Ivory,Navy blue,Purple,Magenta,Yellow,Olden
6766,Wheat,Wheat,Gray,Lime,Blue,Hot pink,Maroon,Aquamarine,Brown,Aquamarine
6767,Blue,Orange,Charcoal,Aquamarine,Olden,Hot pink,Olden,Fuchsia,Lime,Blue
6768,Cyan,Brown,Navy blue,Pea green,Crimson,Azure,Aquamarine,Blue,Cyan,Silver
6769,Orange,Yellow,Olden,Teal,Plum,Black,Blue,Gray,Blue,Black
6770,Lime,Aquamarine,Cyan,Purple,Black,Plum,Brown,Black,Fuchsia,Fuchsia
6771,Purple,White,Olden,Olive,Yellow,Khaki,Hot pink,Aquamarine,Yellow,Black
6772,Maroon,Black,Olden,Black,Green,Black,Green,Wheat,Magenta,Hot pink
6773,Olive,Pea green,Purple,Yellow,Olive,Ivory,Blue,Brown,White,Navy blue
6774,Azure,Purple,Ivory,Aquamarine,Olive,Cyan,Olden,Magenta,Orange,Gray
6775,Maroon,Khaki,Lime,Silver,Green,Plum,Brown,Olden,Cyan,Olive
6776,Brown,Aquamarine,Magenta,Black,Charcoal,Yellow,Hot pink,Olden,Fuchsia,Cyan
6777,Wheat,Lime,Ivory,Lime,Green,Coral,Azure,Charcoal,Fuchsia,Blue
6778,Olive,Crimson,Olden,Aquamarine,Orange,Olive,Crimson,Brown,Olive,Azure
6779,Orange,Magenta,Olden,Gray,Fuchsia,Orange,Gray,Maroon,Olden,Orange
6780,Pea green,Olden,Charcoal,Teal,Silver,Khaki,Crimson,Pea green,Red,Teal
6781,Purple,Gray,Silver,Khaki,Wheat,Gray,Fuchsia,Plum,Lime,Hot pink
6782,Orange,Azure,Purple,Magenta,Red,Yellow,Purple,Charcoal,Navy blue,Yellow
6783,Gray,Maroon,Silver,Ivory,Charcoal,Coral,Red,Red,Olive,Maroon
6784,Charcoal,Charcoal,Magenta,Blue,Ivory,Coral,Orange,Teal,Azure,Orange
6785,Crimson,Brown,Hot pink,Silver,Black,Cyan,Plum,Purple,Cyan,Coral
6786,Orange,Green,Purple,Pea green,Ivory,Silver,Purple,Aquamarine,Teal,Charcoal
6787,Azure,Wheat,Maroon,Plum,Crimson,Navy blue,Crimson,Yellow,Pea green,Fuchsia
6788,Red,Silver,Plum,Khaki,White,Gray,Yellow,Ivory,Wheat,Hot pink
6789,White,Green,Gray,Aquamarine,Orange,Fuchsia,Hot pink,Azure,Olden,Khaki
6790,Azure,Purple,Lime,Ivory,Gray,Wheat,Olive,Teal,Charcoal,Black
6791,Plum,Olive,Gray,Azure,Olden,Brown,Pea green,Aquamarine,Maroon,Blue
6792,Aquamarine,Orange,Charcoal,Black,Wheat,Black,Lime,Khaki,Purple,Maroon
6793,Purple,Brown,Lime,Purple,Khaki,Silver,Blue,Silver,Black,Navy blue
6794,Olden,Orange,White,Wheat,Aquamarine,Aquamarine,Yellow,Charcoal,Hot pink,Maroon
6795,Pea green,Red,Blue,Magenta,White,Navy blue,Silver,Orange,Magenta,Gray
6796,Silver,Charcoal,Plum,Hot pink,Coral,Black,Cyan,Maroon,Silver,Gray
6797,Red,Charcoal,Plum,Teal,Teal,Ivory,Hot pink,Azure,Cyan,Lime
6798,Fuchsia,Hot pink,Plum,Fuchsia,Pea green,Blue,Green,Fuchsia,Lime,Yellow
6799,Hot pink,Khaki,Ivory,Teal,Navy blue,Lime,Pea green,Aquamarine,Gray,Black
6800,Charcoal,Pea green,Black,Lime,Aquamarine,Charcoal,Cyan,Ivory,Olden,Brown
6801,Olive,Magenta,Pea green,Ivory,Hot pink,Charcoal,Gray,Pea green,Fuchsia,White
6802,Coral,Azure,Brown,White,White,Coral,Azure,Azure,Navy blue,Black
6803,Ivory,Green,Orange,White,Navy blue,Black,White,Gray,Hot pink,Blue
6804,Blue,Lime,Black,Teal,Fuchsia,Coral,Silver,Khaki,Navy blue,Yellow
6805,Ivory,Magenta,Silver,Teal,Fuchsia,Maroon,Yellow,Wheat,White,Plum
6806,Blue,Yellow,Black,Orange,Green,Cyan,Hot pink,Yellow,Charcoal,Teal
6807,Charcoal,Green,Red,Pea green,Wheat,Orange,Magenta,Silver,Gray,Coral
6808,Magenta,Yellow,Azure,Silver,Blue,Coral,Green,Lime,Silver,Khaki
6809,Charcoal,Crimson,Pea green,Coral,Olive,Ivory,Coral,Hot pink,Silver,Khaki
6810,Silver,Plum,Purple,Orange,Azure,Blue,Silver,Silver,Hot pink,Yellow
6811,Plum,Pea green,Cyan,Purple,Aquamarine,Ivory,Yellow,Aquamarine,Red,Gray
6812,Navy blue,Hot pink,Lime,Red,Silver,Olive,Magenta,Azure,Crimson,Purple
6813,Gray,Ivory,Teal,Orange,Fuchsia,Brown,Olden,Magenta,Purple,Lime
6814,Red,Crimson,Hot pink,Purple,Ivory,Ivory,Olive,Azure,Brown,Plum
6815,Brown,Yellow,Silver,Wheat,Wheat,Gray,Ivory,Crimson,Lime,Pea green
6816,Green,Purple,Purple,Silver,Maroon,White,Maroon,Maroon,Silver,Brown
6817,Aquamarine,Charcoal,Wheat,Olive,Cyan,Fuchsia,Magenta,Olden,Olden,Charcoal
6818,Brown,Teal,Navy blue,Coral,Gray,Lime,Green,Pea green,White,Magenta
6819,Charcoal,Green,Yellow,Plum,Brown,Magenta,Pea green,Black,Navy blue,Pea green
6820,Blue,Lime,Hot pink,Hot pink,Red,Black,Red,Cyan,Cyan,Maroon
6821,Ivory,Azure,Pea green,Maroon,Olive,Khaki,Crimson,Orange,Pea green,Green
6822,Fuchsia,Azure,Yellow,Silver,Hot pink,Cyan,Purple,Fuchsia,Silver,White
6823,Pea green,Maroon,Blue,Lime,Gray,Olive,Gray,Cyan,Purple,Khaki
6824,Fuchsia,Black,Ivory,Black,Olden,Pea green,Charcoal,Coral,Ivory,Magenta
6825,Silver,Yellow,Coral,Navy blue,Khaki,Wheat,Green,Magenta,Aquamarine,Blue
6826,Blue,Hot pink,Brown,Navy blue,White,Silver,Blue,Olive,Wheat,Gray
6827,Plum,Pea green,Black,Fuchsia,Blue,Silver,Olden,Green,Wheat,Navy blue
6828,Coral,Orange,Gray,Magenta,Wheat,Orange,Wheat,Crimson,Purple,Yellow
6829,Fuchsia,Pea green,Cyan,Wheat,Olden,Red,Olden,Plum,Magenta,Crimson
6830,Crimson,Ivory,Olive,Khaki,Hot pink,Plum,Purple,Hot pink,Olive,Magenta
6831,Pea green,Khaki,Brown,Navy blue,White,Maroon,Lime,Black,Lime,Silver
6832,Crimson,Navy blue,Brown,Hot pink,Magenta,Black,Red,Olden,Olive,Pea green
6833,Lime,White,Coral,Green,Khaki,Cyan,Orange,Maroon,Olive,Aquamarine
6834,Khaki,Black,Cyan,Fuchsia,Ivory,Maroon,Khaki,Olden,Olive,Purple
6835,Purple,Maroon,Brown,Olive,Purple,Khaki,Yellow,Azure,Wheat,Olive
6836,Navy blue,Red,Gray,Wheat,Black,Red,Blue,Magenta,Fuchsia,Crimson
6837,Pea green,Ivory,Olive,Gray,Khaki,Red,Teal,Magenta,Olden,Gray
6838,Lime,Magenta,Teal,White,Yellow,Gray,Orange,Ivory,Red,Olive
6839,Magenta,Navy blue,Yellow,Navy blue,Red,Lime,Ivory,White,White,Green
6840,Aquamarine,Charcoal,Black,Olive,Charcoal,Black,Ivory,Hot pink,Pea green,Lime
6841,Crimson,Crimson,Silver,Navy blue,Aquamarine,Maroon,Blue,Plum,Navy blue,Orange
6842,Navy blue,Silver,Hot pink,Wheat,Wheat,Ivory,Cyan,Black,Crimson,Coral
6843,Brown,Red,Hot pink,Navy blue,Blue,Red,Azure,Lime,Fuchsia,Gray
6844,Purple,Green,Charcoal,Yellow,Gray,Coral,Cyan,Navy blue,Teal,Khaki
6845,Charcoal,Charcoal,Coral,Olive,Teal,Teal,Azure,White,Teal,Olive
6846,Yellow,Magenta,Olive,Azure,Aquamarine,Coral,Lime,Coral,Yellow,Cyan
6847,Azure,Coral,Teal,Wheat,Azure,Aquamarine,Navy blue,Coral,Teal,Black
6848,Cyan,Magenta,Khaki,Plum,Maroon,White,Pea green,Pea green,Gray,Navy blue
6849,Khaki,Pea green,Brown,Red,Green,Azure,Cyan,Maroon,Khaki,Khaki
6850,Charcoal,Plum,Olive,Charcoal,Fuchsia,Fuchsia,Olden,Azure,Blue,Blue
6851,Charcoal,Gray,Pea green,Lime,Purple,Teal,Ivory,Orange,Khaki,Khaki
6852,Wheat,Pea green,Black,Pea green,Yellow,White,Lime,Azure,Navy blue,Gray
6853,Ivory,Fuchsia,Azure,Olden,Olive,Wheat,Fuchsia,Maroon,Khaki,Silver
6854,Teal,Yellow,Teal,Silver,Navy blue,Ivory,Silver,Crimson,Cyan,Gray
6855,Cyan,Lime,Crimson,Crimson,Hot pink,Cyan,Black,Black,Purple,Olden
6856,Hot pink,Teal,Hot pink,Cyan,Lime,Yellow,Yellow,Maroon,Fuchsia,Gray
6857,Ivory,Cyan,Black,Orange,Brown,Magenta,Black,Purple,Blue,Fuchsia
6858,Gray,Fuchsia,Green,Magenta,Maroon,Black,Maroon,Azure,Yellow,Charcoal
6859,Coral,Navy blue,Ivory,Olden,Aquamarine,Purple,Hot pink,Fuchsia,Pea green,Aquamarine
6860,Fuchsia,Wheat,Azure,Coral,Magenta,Blue,Blue,Yellow,Navy blue,Plum
6861,Coral,Orange,Azure,Black,Charcoal,Hot pink,Gray,Navy blue,Brown,Gray
6862,Red,Teal,Black,Ivory,Aquamarine,Maroon,Teal,Crimson,Silver,Cyan
6863,Blue,White,Ivory,Red,Purple,Coral,Olive,Blue,Coral,Blue
6864,Brown,Wheat,Khaki,Brown,Maroon,Silver,Red,Orange,Khaki,Orange
6865,Khaki,Ivory,Cyan,Red,Magenta,Fuchsia,Olive,Maroon,Lime,Crimson
6866,Maroon,Maroon,Crimson,Hot pink,Green,Hot pink,Blue,Maroon,Wheat,Red
6867,Maroon,Green,Charcoal,Coral,White,Ivory,Olive,Black,Charcoal,Ivory
6868,Olive,Wheat,Charcoal,Purple,Orange,Purple,Hot pink,Charcoal,White,Magenta
6869,Cyan,White,Olive,Red,Coral,Blue,Red,Olden,Lime,Gray
6870,Magenta,White,Silver,Fuchsia,Wheat,Olive,Olive,Purple,Plum,Aquamarine
6871,Coral,Teal,White,Gray,Black,Coral,Azure,Ivory,Maroon,Lime
6872,Navy blue,Maroon,Teal,Purple,Aquamarine,Silver,Pea green,Navy blue,Yellow,Silver
6873,Gray,Cyan,Brown,Silver,Charcoal,Charcoal,Ivory,Aquamarine,Plum,Crimson
6874,Navy blue,Hot pink,Ivory,Purple,Cyan,Yellow,Crimson,Black,Hot pink,Ivory
6875,Khaki,Charcoal,Plum,Crimson,Charcoal,Coral,Aquamarine,Charcoal,Lime,White
6876,Olden,White,Plum,Azure,Coral,Khaki,Ivory,Maroon,Olden,Navy blue
6877,Azure,Brown,Wheat,Gray,White,Olive,Brown,Green,Teal,Black
6878,Wheat,Cyan,Maroon,Green,Black,Olden,Orange,Purple,Olive,Khaki
6879,Teal,Olden,Yellow,Ivory,Fuchsia,Cyan,Navy blue,Orange,Gray,Cyan
6880,Cyan,Teal,Purple,Charcoal,Magenta,Khaki,Charcoal,Pea green,Green,Coral
6881,Wheat,Aquamarine,Purple,Purple,Silver,Maroon,Crimson,Cyan,Wheat,Olive
6882,Blue,Teal,Navy blue,Lime,Ivory,Teal,Gray,Black,Green,Crimson
6883,Brown,Ivory,Maroon,Yellow,Olive,Plum,Brown,Silver,Lime,Khaki
6884,Black,Gray,Blue,Orange,Black,Olden,Red,Charcoal,Crimson,White
6885,Aquamarine,Navy blue,Maroon,Wheat,Plum,Brown,Red,Crimson,Magenta,Lime
6886,Hot pink,Fuchsia,Ivory,Plum,Azure,Coral,Hot pink,Lime,Charcoal,Coral
6887,Magenta,Pea green,Khaki,Green,Orange,Brown,Red,Fuchsia,Olive,Blue
6888,Hot pink,Ivory,Gray,Teal,Coral,Crimson,Green,Cyan,Fuchsia,Black
6889,Teal,Cyan,Yellow,Navy blue,Gray,Red,Charcoal,Wheat,Plum,Silver
6890,Blue,Orange,Khaki,Khaki,Charcoal,Ivory,Aquamarine,Orange,Crimson,Brown
6891,Pea green,Olive,Lime,Coral,Pea green,Aquamarine,Silver,Olden,Olive,Maroon
6892,Red,Maroon,Fuchsia,Hot pink,Wheat,Green,Purple,Navy blue,Charcoal,Magenta
6893,Silver,Khaki,Pea green,Cyan,Silver,Aquamarine,Teal,Charcoal,Wheat,Yellow
6894,Purple,Black,Pea green,Navy blue,Khaki,Navy blue,Magenta,White,Yellow,Navy blue
6895,Teal,Magenta,Crimson,Fuchsia,Cyan,Charcoal,Aquamarine,Wheat,Green,Coral
6896,Red,Charcoal,Cyan,Pea green,Teal,Purple,Blue,Ivory,Fuchsia,Purple
6897,Pea green,Orange,Hot pink,Azure,Olive,White,Olden,Orange,Purple,Yellow
6898,Lime,Green,Magenta,Silver,Coral,Fuchsia,Wheat,Crimson,Blue,Red
6899,White,Charcoal,Brown,Brown,Navy blue,Aquamarine,Plum,Black,Khaki,Olden
6900,White,Brown,Magenta,Fuchsia,Lime,Maroon,Black,Teal,Teal,Pea green
6901,Azure,Crimson,Ivory,Navy blue,Olive,Maroon,Hot pink,Orange,Magenta,Pea green
6902,Gray,Crimson,Ivory,Coral,Yellow,Hot pink,Lime,Orange,Ivory,Plum
6903,Hot pink,Hot pink,Black,Blue,Aquamarine,Silver,Ivory,Azure,Brown,Aquamarine
6904,Magenta,Hot pink,Crimson,Charcoal,Yellow,Hot pink,Pea green,Green,Olive,Maroon
6905,Khaki,Silver,Olden,Purple,Olden,Coral,Charcoal,Black,Black,Lime
6906,Red,Plum,Crimson,Red,Olive,Silver,Coral,Fuchsia,Gray,Purple
6907,Maroon,Fuchsia,Crimson,Green,Coral,Aquamarine,Olden,Black,Teal,Cyan
6908,Yellow,Lime,Purple,Magenta,Coral,Olden,Navy blue,Wheat,Navy blue,Blue
6909,White,Pea green,Hot pink,Blue,Olden,Olive,Blue,Khaki,Magenta,White
6910,Charcoal,Red,Coral,Azure,Maroon,Khaki,Orange,Red,Cyan,Black
6911,Ivory,Fuchsia,Navy blue,Lime,Crimson,Purple,Cyan,Olive,Orange,Teal
6912,Crimson,Olden,Plum,Azure,Aquamarine,Plum,White,Teal,White,Olive
6913,Plum,Yellow,Teal,Fuchsia,Magenta,Aquamarine,Orange,Pea green,Red,Wheat
6914,Aquamarine,Silver,Maroon,Blue,Cyan,Wheat,Maroon,Lime,Maroon,Coral
6915,Coral,Silver,Maroon,Silver,Silver,Green,Coral,Brown,Silver,Green
6916,Aquamarine,Magenta,Azure,Hot pink,Brown,Yellow,Magenta,Olive,Fuchsia,Gray
6917,Purple,Yellow,Charcoal,Aquamarine,Fuchsia,Red,Red,Magenta,Red,Plum
6918,Coral,Khaki,Khaki,Fuchsia,Olden,Blue,Fuchsia,Red,Gray,Olden
6919,Maroon,Orange,Yellow,Wheat,Wheat,Orange,Cyan,Crimson,Coral,Olive
6920,Azure,White,Black,Gray,Khaki,Hot pink,Hot pink,Lime,Khaki,White
6921,Green,Gray,Cyan,Silver,Fuchsia,Azure,Black,Red,Pea green,Olden
