,A,B,C,D,E,F,G,H,I,J
7908,Purple,Lime,Charcoal,Fuchsia,Aquamarine,Olive,White,Olive,Olden,Teal
7909,Yellow,Red,White,Magenta,Magenta,Navy blue,Pea green,Magenta,White,Ivory
7910,Coral,Gray,Ivory,Orange,Hot pink,Purple,Teal,Aquamarine,White,Purple
7911,Red,Olive,Yellow,Brown,Magenta,Blue,Black,Red,Cyan,Coral
7912,Gray,Brown,Hot pink,Coral,Plum,Magenta,Hot pink,Brown,White,Brown
7913,Brown,Silver,Charcoal,Blue,Navy blue,Olive,Ivory,Hot pink,Lime,Crimson
7914,Charcoal,Wheat,Silver,Khaki,Hot pink,Maroon,Magenta,Gray,Yellow,Pea green
7915,Yellow,Khaki,Teal,Yellow,White,Crimson,Magenta,Olden,Aquamarine,Aquamarine
7916,Wheat,Hot pink,Pea green,Black,Ivory,Lime,Pea green,Lime,Brown,Teal
7917,Olive,Gray,Yellow,Pea green,Aquamarine,Azure,Lime,Black,Magenta,Olden
7918,Maroon,White,Aquamarine,Teal,Olive,Orange,Khaki,Coral,Lime,Azure
7919,Orange,Navy blue,Coral,Aquamarine,Pea green,Maroon,Navy blue,Ivory,Olden,Olden
7920,Silver,Coral,Aquamarine,Cyan,Brown,Teal,Magenta,Silver,Magenta,Cyan
7921,Olden,Wheat,Purple,Olden,Azure,Cyan,Yellow,Plum,Cyan,Brown
7922,Yellow,White,Coral,Maroon,Lime,Orange,Cyan,Brown,Brown,Crimson
7923,Aquamarine,Magenta,Silver,Khaki,Magenta,Orange,Aquamarine,Coral,Green,Crimson
7924,Navy blue,Orange,Coral,Green,Green,Charcoal,Lime,Lime,Plum,Charcoal
7925,Blue,Orange,Coral,Olden,Azure,Crimson,Lime,Fuchsia,Maroon,Orange
7926,Azure,Hot pink,Orange,Khaki,Blue,Green,Black,Green,Khaki,Gray
7927,Yellow,Olden,Wheat,Blue,Magenta,Charcoal,Purple,Maroon,Brown,Maroon
7928,Coral,Purple,Khaki,Aquamarine,Cyan,Pea green,Olden,Lime,Wheat,Green
7929,Khaki,Brown,Fuchsia,Purple,Cyan,White,Gray,Coral,Crimson,Plum
7930,Ivory,Coral,Charcoal,Plum,White,Navy blue,Yellow,Maroon,Hot pink,Teal
7931,Azure,Teal,Magenta,Ivory,Teal,Orange,Green,Aquamarine,Gray,Silver
7932,Blue,Black,Black,Aquamarine,Gray,Red,Black,Orange,Yellow,Brown
7933,Crimson,Yellow,Olden,Olive,Azure,Teal,Red,Blue,Olive,Magenta
7934,Charcoal,Ivory,Brown,Khaki,Olive,Orange,Maroon,Pea green,Coral,Azure
7935,Brown,Charcoal,Purple,Khaki,Orange,Crimson,Lime,Magenta,Lime,Cyan
7936,Teal,Plum,Black,Teal,Cyan,Red,Purple,Navy blue,Crimson,Olive
7937,Coral,Lime,White,Maroon,Green,Purple,Navy blue,Black,Cyan,Black
7938,Azure,Olive,Khaki,Plum,Lime,Brown,Ivory,Hot pink,Plum,Ivory
7939,Black,Purple,White,Navy blue,Khaki,Fuchsia,Plum,Olden,Red,Charcoal
7940,Red,Hot pink,Purple,Pea green,Red,Hot pink,Yellow,Olden,Fuchsia,Red
7941,Navy blue,Green,Maroon,Wheat,Brown,Maroon,Pea green,Orange,Gray,Charcoal
7942,Purple,Blue,Olive,Olive,Pea green,Ivory,Green,Olive,Charcoal,Black
7943,Olive,Aquamarine,Magenta,White,Fuchsia,Charcoal,Green,Blue,Cyan,Cyan
7944,White,Plum,Fuchsia,Crimson,Khaki,Maroon,Silver,Red,Azure,Wheat
7945,Coral,Black,Khaki,Teal,Navy blue,Maroon,White,Hot pink,Orange,Khaki
7946,Navy blue,Purple,Yellow,Green,Charcoal,Red,Blue,Hot pink,Orange,Khaki
7947,Silver,Gray,Olive,Magenta,Ivory,Green,Azure,Green,White,Charcoal
7948,Ivory,Silver,Khaki,White,Lime,Magenta,Plum,Black,Crimson,Purple
7949,Fuchsia,Olive,Navy blue,Charcoal,Cyan,Blue,Maroon,Aquamarine,Magenta,White
7950,Teal,Khaki,Yellow,Ivory,Pea green,Azure,Olive,Teal,Coral,Coral
7951,Plum,Red,Olden,Hot pink,Khaki,Maroon,Hot pink,Red,Teal,Black
7952,Red,White,Navy blue,Coral,Purple,Plum,Pea green,Charcoal,Yellow,Brown
7953,Magenta,Gray,Cyan,Aquamarine,White,Azure,Ivory,Gray,Orange,Wheat
7954,Yellow,Brown,Maroon,Yellow,Purple,Olden,Magenta,Hot pink,Plum,Plum
7955,Maroon,Charcoal,Brown,Pea green,Aquamarine,Brown,Orange,Green,Coral,Plum
7956,Charcoal,White,Orange,Fuchsia,Hot pink,Blue,Maroon,Wheat,White,White
7957,Navy blue,Aquamarine,Hot pink,Charcoal,Silver,Crimson,Purple,Olden,Silver,White
7958,Magenta,Hot pink,Olive,Navy blue,Aquamarine,Lime,Magenta,Charcoal,Olden,Aquamarine
7959,Azure,Khaki,Aquamarine,Plum,Blue,Aquamarine,Ivory,Silver,Azure,Azure
7960,Silver,Cyan,Brown,Blue,Plum,White,Fuchsia,Khaki,Olden,Pea green
7961,Khaki,Azure,Navy blue,Khaki,Navy blue,Teal,White,Hot pink,Lime,White
7962,Black,Wheat,Hot pink,Cyan,Red,Crimson,Silver,Maroon,Charcoal,Magenta
7963,Brown,White,Azure,Fuchsia,Black,Crimson,Lime,Magenta,Navy blue,Green
7964,Orange,Olive,Red,Azure,Navy blue,Brown,Olive,Fuchsia,Brown,Olive
7965,Black,Silver,Navy blue,Magenta,Magenta,Coral,Olden,Green,Teal,Crimson
7966,Olden,Hot pink,Orange,Magenta,Wheat,Azure,Charcoal,Charcoal,Lime,Hot pink
7967,Maroon,Green,Coral,Yellow,White,Yellow,Yellow,Brown,Orange,Red
7968,White,Ivory,Plum,Brown,Aquamarine,Olive,Ivory,Aquamarine,Silver,Fuchsia
7969,Wheat,Pea green,Charcoal,Aquamarine,Blue,Ivory,Cyan,White,Aquamarine,Azure
7970,Silver,Wheat,Hot pink,Coral,Plum,Crimson,Crimson,Fuchsia,Olive,Pea green
7971,Navy blue,Brown,Pea green,Khaki,Aquamarine,Red,Green,Crimson,Green,Khaki
7972,Maroon,Fuchsia,Coral,Gray,Black,Pea green,Aquamarine,Wheat,Purple,Charcoal
7973,Orange,Wheat,Blue,Olden,Silver,Teal,Brown,Olden,Magenta,Blue
7974,Yellow,Maroon,Green,Magenta,Aquamarine,Olden,Charcoal,Navy blue,Khaki,Red
7975,Wheat,Silver,Lime,Magenta,Silver,Yellow,Yellow,Coral,White,Purple
7976,Red,Lime,Orange,Plum,Coral,Red,Yellow,Black,Brown,Silver
7977,Magenta,Plum,Plum,Wheat,Teal,Hot pink,Maroon,Aquamarine,Aquamarine,Khaki
7978,Blue,Purple,Silver,Gray,Khaki,Gray,Olive,Coral,Green,Yellow
7979,White,White,Khaki,Brown,Aquamarine,White,Yellow,Red,Blue,Olden
7980,Lime,Blue,Teal,Silver,Brown,Fuchsia,Cyan,Teal,Plum,Gray
7981,Olive,Aquamarine,Maroon,Maroon,Plum,Blue,Wheat,Cyan,Silver,Magenta
7982,Green,Green,Green,Azure,Blue,Brown,Charcoal,Wheat,Magenta,Crimson
7983,White,Coral,Olden,Maroon,Maroon,Blue,Blue,Green,Maroon,Cyan
7984,Khaki,Ivory,Hot pink,Black,Ivory,Plum,Teal,Cyan,Gray,Black
7985,Coral,Navy blue,Purple,Magenta,Navy blue,Olive,Pea green,Hot pink,Pea green,Navy blue
7986,Brown,White,Brown,Cyan,Red,Khaki,Lime,Coral,Cyan,Hot pink
7987,Olive,Pea green,Hot pink,Coral,Navy blue,Pea green,Green,Coral,Pea green,White
7988,Teal,Coral,Hot pink,Fuchsia,Charcoal,Hot pink,Fuchsia,Khaki,Cyan,Coral
7989,Navy blue,Maroon,Plum,Purple,Cyan,Orange,Cyan,Olden,Orange,Wheat
7990,Wheat,Yellow,Olden,Maroon,Yellow,Aquamarine,Pea green,Gray,Green,Wheat
7991,Khaki,Crimson,Teal,Hot pink,Olden,Plum,Pea green,Coral,Blue,Green
7992,Charcoal,Gray,Khaki,Ivory,Fuchsia,Teal,Silver,Purple,Charcoal,Gray
7993,Charcoal,Brown,Red,Brown,Crimson,Blue,Azure,Crimson,Gray,Blue
7994,Olden,Gray,Teal,Blue,Charcoal,Brown,Fuchsia,Coral,Purple,Red
7995,Olden,Cyan,Olive,Olive,Olive,Khaki,Maroon,Pea green,Cyan,Brown
7996,Brown,Black,Lime,Olden,Maroon,Olive,Ivory,Aquamarine,Aquamarine,White
7997,Silver,Orange,Blue,Green,Green,Orange,Wheat,Brown,Wheat,Maroon
7998,Khaki,Khaki,Teal,Lime,Wheat,Pea green,White,Magenta,Coral,Maroon
7999,Coral,Azure,Ivory,Black,Gray,Charcoal,Orange,Brown,Cyan,Green
8000,Magenta,Khaki,Plum,Azure,Aquamarine,Yellow,Blue,Purple,Orange,Yellow
8001,Plum,Red,Orange,Brown,Hot pink,Wheat,Cyan,Coral,Olive,Khaki
8002,White,Maroon,Yellow,Crimson,Silver,Gray,Magenta,Coral,Silver,Gray
8003,Magenta,Hot pink,Wheat,Maroon,Azure,Charcoal,Pea green,Ivory,Aquamarine,Gray
8004,Silver,Teal,Blue,Lime,Silver,Lime,Khaki,Aquamarine,Olden,Hot pink
8005,Wheat,Olive,Black,Magenta,Pea green,Khaki,Olive,Ivory,Pea green,Wheat
8006,Coral,Ivory,Olden,Blue,Wheat,Purple,Orange,Silver,Cyan,Crimson
8007,Hot pink,Orange,Teal,White,Lime,Yellow,Red,Coral,Fuchsia,Green
8008,Charcoal,Cyan,Crimson,Pea green,Yellow,Khaki,Yellow,Coral,Green,Ivory
8009,Silver,Orange,Black,Crimson,Yellow,Hot pink,Ivory,Coral,Green,Orange
8010,Teal,Blue,Cyan,Olden,Gray,Ivory,Pea green,Navy blue,Aquamarine,Plum
8011,Red,Magenta,Magenta,Olive,Maroon,Azure,Orange,Plum,Coral,Maroon
8012,Blue,Hot pink,Hot pink,Khaki,Wheat,Silver,Yellow,Wheat,Coral,Silver
8013,Charcoal,Ivory,Fuchsia,Yellow,Yellow,Black,Green,Olive,Maroon,Fuchsia
8014,Fuchsia,Olive,Green,Black,Olden,Gray,Olden,Silver,Lime,Pea green
8015,Red,Gray,Red,Brown,Charcoal,Charcoal,Ivory,Teal,Aquamarine,Fuchsia
8016,Green,Khaki,Lime,Blue,Navy blue,Fuchsia,Teal,Teal,Crimson,Red
8017,Teal,Azure,Green,Green,Aquamarine,White,Black,Green,Orange,Lime
8018,Gray,Black,Crimson,Hot pink,Charcoal,Ivory,Hot pink,Plum,Maroon,Black
8019,Teal,Azure,Pea green,Olive,Charcoal,Purple,Pea green,Gray,Orange,Gray
8020,Maroon,Purple,Plum,Plum,Crimson,Yellow,Azure,Aquamarine,Crimson,Hot pink
8021,Red,Silver,White,Charcoal,Maroon,Charcoal,Black,Azure,Charcoal,Pea green
8022,White,Red,Plum,Hot pink,Khaki,Fuchsia,Pea green,Orange,Gray,Maroon
8023,Hot pink,Khaki,Wheat,Orange,Silver,Magenta,Hot pink,Khaki,Pea green,Crimson
8024,Navy blue,Crimson,Red,Aquamarine,Azure,Blue,Navy blue,Cyan,Orange,Olive
8025,Teal,Olive,Brown,Magenta,Coral,Khaki,Lime,Ivory,Olive,White
8026,Olden,Red,Wheat,Green,Yellow,Fuchsia,Cyan,Fuchsia,Wheat,Lime
8027,Brown,Coral,Gray,Red,Olive,Plum,Charcoal,Navy blue,Red,Maroon
8028,Crimson,Red,Brown,Yellow,Crimson,Silver,Teal,Pea green,Orange,Khaki
8029,Silver,Brown,Orange,Khaki,Pea green,Plum,Cyan,Orange,Olden,Olive
8030,Cyan,Charcoal,Purple,Fuchsia,Lime,Azure,Silver,Khaki,Olden,Pea green
8031,Silver,Azure,Olden,Plum,Green,Silver,Black,Magenta,Pea green,Navy blue
8032,Cyan,Brown,Fuchsia,Ivory,Azure,Teal,Black,Yellow,Fuchsia,Pea green
8033,Black,Olden,Lime,Olden,Crimson,Azure,White,Black,Maroon,Magenta
8034,Yellow,Coral,Olive,Cyan,Lime,Azure,Black,Charcoal,White,Maroon
8035,Azure,Orange,Maroon,Coral,Olive,Aquamarine,Silver,Khaki,Gray,Gray
8036,Olive,Lime,Teal,Magenta,Gray,Wheat,Fuchsia,Aquamarine,Plum,Lime
8037,Khaki,Khaki,Hot pink,Azure,Magenta,Coral,Olden,Wheat,White,Yellow
8038,Lime,Orange,White,Olive,Lime,Yellow,Azure,Olden,Teal,Fuchsia
8039,Magenta,Blue,Red,Teal,Maroon,Fuchsia,Aquamarine,Brown,Ivory,Ivory
8040,Maroon,Plum,Gray,Maroon,Aquamarine,White,Magenta,Olden,Green,Green
8041,Magenta,Purple,Aquamarine,Charcoal,Coral,Khaki,Hot pink,Ivory,Silver,Lime
8042,Hot pink,Green,Olden,Blue,Black,Black,Maroon,Olden,Maroon,Red
8043,Green,Teal,Orange,Maroon,Green,Charcoal,Purple,Teal,Khaki,Crimson
8044,Ivory,Maroon,Yellow,Khaki,Hot pink,Hot pink,Yellow,Aquamarine,Charcoal,Green
8045,Brown,Plum,Fuchsia,Maroon,Red,Teal,Aquamarine,Purple,Crimson,Charcoal
8046,Azure,Hot pink,White,Yellow,Khaki,Brown,Gray,Wheat,Plum,Olden
8047,Charcoal,Lime,Purple,Hot pink,Azure,White,Maroon,Olden,Brown,Plum
8048,Blue,Azure,Purple,Orange,Cyan,Hot pink,Azure,Maroon,Plum,Silver
8049,Coral,Maroon,Silver,Teal,Ivory,Yellow,Cyan,Orange,Purple,Teal
8050,Hot pink,White,Teal,Teal,Khaki,Magenta,Aquamarine,Coral,Magenta,Gray
8051,Khaki,Orange,Coral,Magenta,Olive,Ivory,Orange,Khaki,Azure,Coral
8052,Gray,Aquamarine,Hot pink,Fuchsia,White,Azure,Lime,Wheat,Silver,Blue
8053,Hot pink,Azure,Magenta,Brown,Khaki,Azure,Olden,Orange,Ivory,Orange
8054,Ivory,Yellow,Brown,Green,Black,Crimson,Pea green,Coral,Khaki,Plum
8055,Coral,Maroon,Orange,Lime,Ivory,Crimson,Charcoal,Maroon,Olden,Fuchsia
8056,Red,Charcoal,Orange,Cyan,Black,Blue,Navy blue,Silver,Olden,Black
8057,Cyan,Lime,Aquamarine,Crimson,Coral,Olden,Olive,Fuchsia,Pea green,Olden
8058,Blue,Green,White,Charcoal,Azure,Hot pink,Silver,Lime,Crimson,Charcoal
8059,Navy blue,Hot pink,Blue,Charcoal,Navy blue,Silver,Yellow,Olive,Cyan,White
8060,Wheat,Cyan,Azure,Silver,Black,Orange,Maroon,Plum,Teal,Silver
8061,Gray,Green,Plum,Pea green,Orange,Orange,Crimson,Gray,Red,Silver
8062,Orange,Orange,Orange,Green,Aquamarine,Fuchsia,Navy blue,Pea green,Maroon,Coral
8063,Olive,Purple,Hot pink,Ivory,Silver,Khaki,Wheat,Aquamarine,Cyan,Fuchsia
8064,Olden,Charcoal,Lime,Charcoal,Silver,Silver,Cyan,Red,Plum,Azure
8065,White,Azure,Purple,Ivory,Silver,Purple,Maroon,Hot pink,Blue,Charcoal
8066,Black,Plum,Brown,White,Green,Gray,Olive,Crimson,Blue,Aquamarine
8067,Crimson,Olive,Blue,Green,Khaki,Brown,Olden,Yellow,Olive,Aquamarine
8068,White,Hot pink,Navy blue,Blue,Yellow,Charcoal,Cyan,Olive,Fuchsia,Khaki
8069,Yellow,Cyan,Cyan,Aquamarine,Khaki,Teal,Maroon,Wheat,Orange,Aquamarine
8070,Brown,Fuchsia,Khaki,Silver,Lime,Teal,Azure,Crimson,Green,Blue
8071,Hot pink,Khaki,Navy blue,Teal,Fuchsia,Gray,White,Charcoal,Maroon,Silver
8072,Hot pink,Red,Coral,White,Gray,Red,Yellow,Fuchsia,Coral,Olive
8073,Blue,Maroon,Yellow,Silver,Lime,Blue,Khaki,Red,Hot pink,Crimson
8074,Hot pink,Lime,Red,Pea green,White,Cyan,Teal,Maroon,Aquamarine,Orange
8075,Olden,Ivory,Brown,Cyan,Yellow,Maroon,White,Silver,Azure,Pea green
8076,Crimson,Brown,Magenta,Aquamarine,Purple,Cyan,Navy blue,Ivory,Khaki,White
8077,Green,Olden,Wheat,Pea green,Red,Maroon,Magenta,Orange,Purple,Coral
8078,White,Aquamarine,Hot pink,Silver,Khaki,Pea green,Red,Yellow,Hot pink,Brown
8079,Charcoal,Ivory,Lime,Purple,Red,Aquamarine,Teal,Khaki,Purple,Khaki
8080,Olive,Brown,Charcoal,Navy blue,Teal,Teal,Olive,Maroon,Olive,Aquamarine
8081,Black,Silver,Hot pink,Wheat,Charcoal,Gray,Ivory,Brown,Cyan,Magenta
8082,Orange,Black,Ivory,Orange,Maroon,Olden,Charcoal,Plum,Aquamarine,Cyan
8083,Olive,Yellow,Wheat,Red,Olden,Magenta,Cyan,Ivory,Coral,Magenta
8084,Blue,Blue,Fuchsia,Purple,Khaki,Navy blue,Olden,Azure,Purple,Crimson
8085,Maroon,Plum,Orange,Purple,Pea green,Blue,Charcoal,Gray,Pea green,Fuchsia
8086,Silver,Magenta,Teal,Pea green,Olive,Khaki,Hot pink,Gray,Lime,Olden
8087,Ivory,Magenta,Blue,Red,Wheat,White,Azure,Coral,Teal,Wheat
8088,Magenta,Navy blue,Brown,Gray,Brown,Wheat,Aquamarine,White,Plum,Pea green
8089,Cyan,Lime,Black,Brown,Plum,Crimson,Navy blue,Pea green,Cyan,Gray
8090,Hot pink,Olden,Orange,Teal,Purple,Olive,Fuchsia,Coral,Coral,Aquamarine
8091,Ivory,Red,Green,White,Olive,Ivory,Coral,Blue,Khaki,Navy blue
8092,Magenta,Hot pink,Aquamarine,Maroon,Silver,Blue,Red,Red,Gray,Hot pink
8093,Orange,Yellow,Black,Gray,Plum,Khaki,Silver,Brown,Orange,Charcoal
8094,Green,Cyan,Black,Olden,Wheat,Crimson,Fuchsia,Cyan,Khaki,Wheat
8095,Purple,Silver,White,Purple,Cyan,Hot pink,Gray,Coral,Coral,Orange
8096,Olive,Olden,Coral,Lime,Pea green,Hot pink,Cyan,Charcoal,Brown,Silver
8097,Coral,Orange,Yellow,Aquamarine,Crimson,Charcoal,Hot pink,Magenta,Pea green,Brown
8098,Blue,Yellow,Blue,Ivory,White,Azure,Gray,Wheat,Hot pink,Blue
8099,Aquamarine,Lime,Silver,Lime,Ivory,White,Ivory,Fuchsia,Lime,Khaki
8100,Ivory,Gray,Khaki,Lime,White,Cyan,Aquamarine,Charcoal,Charcoal,Teal
8101,Pea green,Cyan,Pea green,Maroon,Orange,Gray,Yellow,Fuchsia,Charcoal,Wheat
8102,Black,Olden,Yellow,Maroon,White,Maroon,Maroon,Green,Silver,Orange
8103,Hot pink,Ivory,Yellow,Azure,Green,Khaki,Black,Olden,Black,Olden
8104,Maroon,Azure,Cyan,Aquamarine,Lime,Wheat,Maroon,Aquamarine,Navy blue,Ivory
8105,Crimson,Coral,Ivory,Azure,Plum,Blue,Red,White,Lime,Fuchsia
8106,Pea green,Red,Ivory,Charcoal,Red,Maroon,Fuchsia,Yellow,Black,Charcoal
8107,Red,Charcoal,Charcoal,Hot pink,Plum,Charcoal,Orange,Cyan,Black,Crimson
8108,Maroon,Wheat,Blue,Purple,Azure,Green,Orange,Blue,White,Ivory
8109,Green,Lime,Pea green,Maroon,Silver,Yellow,Yellow,Gray,Purple,Purple
8110,Coral,Hot pink,Ivory,Blue,Wheat,Purple,Azure,Wheat,Plum,Plum
8111,Purple,Khaki,Charcoal,Wheat,Orange,Crimson,Crimson,Magenta,Purple,Pea green
8112,Aquamarine,Teal,Orange,Lime,Yellow,Pea green,White,White,Aquamarine,Wheat
8113,Orange,Green,Orange,Brown,Hot pink,Wheat,Green,Olden,White,Magenta
8114,Silver,White,Ivory,Fuchsia,Brown,Crimson,Aquamarine,Black,White,Red
8115,Magenta,Wheat,Ivory,Olive,Navy blue,Plum,Silver,White,Green,Ivory
8116,Green,Azure,Silver,Wheat,Khaki,Maroon,Azure,Azure,Khaki,Wheat
8117,Navy blue,Khaki,Fuchsia,Purple,Azure,Olden,Silver,Ivory,Fuchsia,Hot pink
8118,Crimson,Maroon,Azure,Black,Lime,Green,Orange,Silver,Azure,Fuchsia
8119,Aquamarine,Brown,Gray,Coral,Gray,Pea green,Aquamarine,Khaki,Magenta,Navy blue
8120,Silver,White,Magenta,Teal,Khaki,Charcoal,Crimson,Ivory,Coral,Coral
8121,Magenta,Azure,Blue,Black,Azure,Crimson,Green,White,Yellow,Plum
8122,Black,Hot pink,Aquamarine,Olden,Hot pink,Magenta,Khaki,Brown,Yellow,Aquamarine
8123,Brown,Brown,Gray,Azure,Olive,Red,Blue,Blue,Green,Maroon
8124,Red,Wheat,Fuchsia,Azure,Black,Navy blue,Plum,Khaki,Orange,Azure
8125,Gray,Plum,Charcoal,Silver,Blue,Ivory,Magenta,Crimson,Charcoal,Charcoal
8126,Azure,Blue,Navy blue,Gray,Yellow,Wheat,Teal,Olive,Black,Hot pink
8127,Black,Hot pink,Coral,Olive,Ivory,Black,Khaki,Ivory,Maroon,Brown
8128,Yellow,Fuchsia,Ivory,Azure,Azure,Lime,Blue,Blue,Purple,Green
8129,Teal,Hot pink,Azure,Red,Fuchsia,Orange,Red,Olive,Plum,Fuchsia
8130,Olive,Brown,Azure,Black,Navy blue,Black,White,Wheat,Fuchsia,Blue
8131,Red,Red,Aquamarine,Plum,Aquamarine,Plum,Pea green,Magenta,Azure,Aquamarine
8132,Coral,Olive,Orange,Khaki,Magenta,Navy blue,Lime,Cyan,Purple,Green
8133,Green,White,Azure,Azure,Cyan,Plum,Hot pink,White,Teal,Orange
8134,Pea green,Orange,Aquamarine,Maroon,Olden,Black,Green,Pea green,Hot pink,Silver
8135,Pea green,Hot pink,White,Red,Charcoal,Orange,Crimson,Wheat,Wheat,Black
8136,Green,Teal,Red,Silver,Orange,Charcoal,Red,Purple,Plum,Teal
8137,Silver,Azure,Teal,Ivory,Brown,Hot pink,Brown,Crimson,Orange,Fuchsia
8138,Blue,Olive,Aquamarine,Aquamarine,Khaki,Green,Aquamarine,Maroon,Charcoal,Gray
8139,Maroon,Fuchsia,Olden,Hot pink,Cyan,Gray,Fuchsia,White,Coral,Silver
8140,Crimson,Magenta,Maroon,Coral,Navy blue,Silver,Olive,Ivory,Orange,Charcoal
8141,Black,Azure,Pea green,Cyan,White,White,Teal,Olive,Magenta,Wheat
8142,Purple,Crimson,Azure,Coral,Pea green,Charcoal,Crimson,Plum,Teal,Maroon
8143,Maroon,White,Silver,White,Purple,Navy blue,Olive,Pea green,Fuchsia,Purple
8144,Coral,Crimson,White,Teal,Pea green,Brown,Brown,Green,Navy blue,Black
8145,Brown,Navy blue,Yellow,Lime,Lime,White,Coral,Green,Orange,Charcoal
8146,Black,Charcoal,Hot pink,Aquamarine,Maroon,Olden,Lime,Green,Olive,Plum
8147,White,Cyan,Green,Magenta,Khaki,White,Khaki,Cyan,Ivory,Purple
8148,Aquamarine,Hot pink,Pea green,Wheat,Navy blue,Ivory,Ivory,Orange,Silver,Green
8149,White,Black,Olive,Azure,Brown,White,Crimson,Silver,Pea green,Plum
8150,Pea green,Silver,Ivory,Orange,Yellow,Blue,Wheat,Azure,Teal,Lime
8151,Maroon,Lime,Lime,Yellow,Azure,Yellow,White,Gray,White,Olive
8152,Yellow,Silver,Magenta,Lime,Gray,White,Lime,Purple,Khaki,Teal
8153,Orange,Olden,Cyan,Coral,Purple,Crimson,Coral,Olive,Blue,Green
8154,Magenta,White,Charcoal,Teal,Yellow,Red,Gray,Cyan,Teal,Gray
8155,Cyan,Pea green,Green,Aquamarine,Lime,Fuchsia,Khaki,Blue,Ivory,Blue
8156,Olive,Azure,Charcoal,Ivory,Navy blue,Gray,Gray,Cyan,Yellow,Gray
8157,Charcoal,Fuchsia,Wheat,Red,Aquamarine,Green,Yellow,Khaki,Crimson,Ivory
8158,Coral,Coral,Aquamarine,Ivory,Olive,Pea green,Gray,Pea green,Green,Olden
8159,Coral,Pea green,Maroon,Wheat,Gray,Plum,Olive,Pea green,Red,Coral
8160,Coral,Olive,Gray,Azure,Magenta,Fuchsia,Fuchsia,Plum,White,Olden
8161,Fuchsia,Azure,Orange,White,Lime,Lime,Hot pink,Green,Brown,Gray
8162,Cyan,Wheat,Lime,Coral,Silver,Blue,Maroon,Blue,Wheat,Khaki
8163,Olden,Navy blue,Magenta,Fuchsia,Silver,Cyan,Maroon,Maroon,Hot pink,Khaki
8164,Orange,Coral,Olden,Fuchsia,Magenta,Maroon,Hot pink,Green,Purple,Magenta
8165,Teal,Brown,Yellow,Ivory,Plum,Charcoal,Magenta,Cyan,Blue,Orange
8166,Gray,Olden,Blue,Fuchsia,Ivory,Brown,Brown,Charcoal,Orange,Cyan
8167,Navy blue,Black,Green,Purple,Fuchsia,Yellow,Olive,Teal,Lime,Navy blue
8168,Wheat,Navy blue,Pea green,Black,Lime,Azure,Olden,Cyan,Coral,Crimson
8169,Aquamarine,Fuchsia,Charcoal,Aquamarine,Plum,Aquamarine,Ivory,Purple,Lime,Maroon
8170,Orange,Brown,Cyan,Silver,Pea green,Pea green,Azure,Hot pink,Blue,Blue
8171,Orange,Coral,Pea green,Brown,Brown,Brown,Black,Red,Olive,Plum
8172,Cyan,Gray,Khaki,Teal,Charcoal,Wheat,Lime,Teal,Crimson,Silver
8173,Olive,Coral,Azure,Charcoal,Blue,Magenta,Wheat,Orange,Red,Crimson
8174,Brown,Khaki,Olive,Plum,Purple,Lime,Charcoal,Navy blue,Yellow,Maroon
8175,Orange,Wheat,Red,Plum,Wheat,Green,Charcoal,Brown,Olive,Charcoal
8176,Plum,Gray,Black,Teal,Brown,Khaki,Cyan,Olden,Lime,Gray
8177,Khaki,Olive,Coral,Teal,Black,Olive,Gray,Pea green,Purple,Olden
8178,Yellow,Coral,Hot pink,Navy blue,Maroon,Yellow,Silver,White,Charcoal,Lime
8179,Purple,Maroon,Black,Olive,Lime,Black,Blue,Maroon,Plum,Aquamarine
8180,Olden,Olive,Red,Fuchsia,Ivory,Aquamarine,Black,Khaki,Wheat,Purple
8181,Orange,Pea green,Cyan,Khaki,Magenta,Khaki,Hot pink,Orange,Orange,Khaki
8182,Brown,Ivory,Yellow,Gray,Azure,Aquamarine,Aquamarine,Lime,Charcoal,White
8183,Yellow,Aquamarine,Navy blue,Crimson,Coral,Red,Plum,Ivory,Wheat,Lime
8184,Silver,Silver,Blue,Khaki,Aquamarine,Charcoal,Green,Plum,Magenta,Fuchsia
8185,Plum,Maroon,Purple,Azure,Green,Olive,Pea green,Fuchsia,Charcoal,Green
8186,Coral,Fuchsia,Aquamarine,Ivory,Hot pink,Azure,Black,Olive,Charcoal,Purple
8187,Black,Azure,Green,Cyan,Black,Plum,Ivory,Wheat,Pea green,Brown
8188,Coral,Green,Crimson,Charcoal,Wheat,Olden,Coral,Fuchsia,Pea green,Azure
8189,Crimson,Orange,Red,Magenta,Red,Cyan,Charcoal,Azure,Cyan,Khaki
8190,Fuchsia,Teal,Navy blue,Maroon,Navy blue,Blue,Ivory,Gray,White,White
8191,Coral,Pea green,Azure,Olive,Cyan,Black,Blue,Maroon,Gray,Purple
8192,Cyan,Teal,Olden,Cyan,Brown,Cyan,Khaki,Navy blue,Black,Brown
8193,Crimson,Pea green,Aquamarine,Teal,White,Brown,Wheat,Orange,Gray,Fuchsia
8194,Maroon,Red,Wheat,Ivory,Teal,Charcoal,Olden,Coral,Crimson,Gray
8195,Maroon,Coral,Navy blue,Aquamarine,Aquamarine,Gray,Blue,Orange,Fuchsia,Navy blue
8196,Crimson,Teal,Crimson,Silver,Lime,Olden,Olive,Pea green,Olden,Maroon
8197,Crimson,Ivory,Cyan,Gray,Coral,Coral,Lime,Crimson,Aquamarine,Hot pink
